objectid,description,identifier,latitude,longitude
9564,21st St & Drexel Ave,51727,39.796251,-86.091535
10450,Post Rd & New York St,54000,39.776681,-86.009171
8889,Washington St - 7900 E,50652,39.772888,-86.027684
10241,Emerson Ave  & Emerton,53166,39.742159,-86.082801
8011,Keystone Ave & Bradbury Ave,11880,39.734096,-86.120986
7875,Hanna Ave & Olney St,11713,39.708756,-86.105507
7636,Ritter Ave & 13th St,10832,39.785408,-86.07388
9527,21st St & Mitthoefer Rd,51671,39.796909,-85.990743
9086,MLK St & 24th St,50911,39.80137,-86.170039
9380,Michigan St & Haugh St,51322,39.774525,-86.207812
9902,Harcourt Rd & Suffolk Ln,52519,39.894258,-86.193517
9449,16th St & Wallace Ave,51485,39.788901,-86.088853
8674,Indiana Ave & Michigan St,50303,39.774081,-86.164742
9993,Georgetown Rd & Kelvington Dr,52725,39.850557,-86.240937
10249,Meridian St & Regent St,53213,39.73852,-86.159092
10050,Georgetown Rd - 6702 N,52790,39.876877,-86.24456
7657,10th St & Rural St,10857,39.78143,-86.116141
7356,38th St & Moller Rd,10336,39.82373,-86.255251
8927,Washington St & Elizabeth St,50697,39.771883,-86.050999
7852,College Ave & 32nd St,11637,39.813901,-86.145034
8851,Washington St & Parkview Ave,50612,39.767512,-86.127331
8900,Washington St - Cherry Tree Plaza - 9600 E,50665,39.774603,-85.99373
9409,Bellefontaine St & 10th St,51409,39.780811,-86.14214
8037,Keystone Ave & Bacon St,11911,39.721143,-86.120634
7407,Sutherland Ave & 32nd St,10432,39.813099,-86.141134
8839,Sherman Dr & 38th St,50555,39.825422,-86.102806
8438,Minnesota St & Minocqua St,12599,39.745289,-86.112617
8477,Virginia Ave & Merrill St,12659,39.758807,-86.146854
8288,Morris St & Pershing Ave,12390,39.750871,-86.199642
7850,College Ave & Fairfield Ave,11634,39.819984,-86.145097
10327,Meridian St & Wilkins St,53310,39.752505,-86.159134
10306,Troy Ave & State Ave,53282,39.723096,-86.130722
8383,East St & Weghorst St,12528,39.746593,-86.149447
8921,Washington St & Eaton Ave,50691,39.77352,-86.019462
9947,Hoover Rd - 6800 N - JCC,52593,39.878866,-86.174432
9273,Arlington Ave & 38th St,51172,39.824403,-86.064678
10191,Delaware St & McCarty St,53038,39.756761,-86.154825
9566,21st St & Euclid Ave,51729,39.796237,-86.094674
7360,Lafayette Rd & 37th St,10340,39.821982,-86.233045
7249,38th St & Rural St,10174,39.825283,-86.116943
9392,Michigan St & Barnhill Dr,51346,39.774575,-86.178244
9386,Rockville Rd & Biltmore Ave,51340,39.765075,-86.254139
7560,Ritter Ave & 10th St,10741,39.781969,-86.073696
10101,Westfield Blvd & Central Ave,52851,39.867365,-86.150282
8990,Washington St & Lockburn St,50771,39.759749,-86.228078
9102,Michigan Rd & Oles Dr,50931,39.851487,-86.193642
8725,Harding St & 26th St,50372,39.803631,-86.187681
9590,30th St & Meridian St,51803,39.810204,-86.156168
10376,English Ave & Bradley Ave,53414,39.760001,-86.10087
8255,Private Dr - Ameriplex & Tempelhof Dr,12353,39.687452,-86.291504
7602,Mitthoefer Rd & Michigan St,10793,39.778657,-85.990234
7392,Alabama St & 16th St,10414,39.788684,-86.1522
10278,Main St & 02nd Ave,53249,39.721718,-86.083569
7568,16th St & Arlington Ave,10751,39.788924,-86.064593
7491,34th St & Chester Dr,10560,39.818267,-86.100019
8944,Washington St & Linwood Ave,50717,39.769773,-86.092418
10206,Prospect St & Saint Paul St,53107,39.752439,-86.123407
7564,Ritter Ave & 16th St,10745,39.788733,-86.07375
7518,30th St & Ruckle St,10591,39.810368,-86.148263
9672,30th St - 6700 E,51911,39.810984,-86.051064
7891,Keystone Ave & Kelly St,11730,39.735978,-86.120771
7835,Rural St - 6100 N Glendale Towne Ctr,11556,39.866044,-86.117623
8247,Clifton St & 29th St,12309,39.807916,-86.180509
7339,38th St & Kiel Ave,10319,39.823799,-86.262764
8535,86th St & Ditch Rd - Northbrook,14126,39.912254,-86.18677
8401,Raymond St & Draper St,12552,39.737539,-86.132686
9477,Brookside Ave & Beville Ave,51608,39.789036,-86.124169
9660,Shadeland Ave & 17th St,51898,39.790523,-86.045338
10323,Meridian St & Caven St,53305,39.742877,-86.159051
7851,College Ave & 34th St,11635,39.817808,-86.145043
7228,Meridian St & 13th St,10122,39.783934,-86.157551
9338,Michigan St & Barnhill Dr,51261,39.774708,-86.178914
7247,38th St & Keystone Ave,10172,39.82525,-86.121073
9592,30th St & Capitol Ave,51805,39.810166,-86.161172
7629,Arlington Ave & Village Plaza S Dr,10824,39.78582,-86.064239
9648,30th St & Campbell Ave,51883,39.810883,-86.065309
10337,Emerson Ave & Southport Rd,53325,39.668756,-86.08264
9888,Township Line Rd & 86th St,52504,39.910504,-86.203127
9238,New York St & Denny St,51125,39.772043,-86.099914
9397,Central Ave & 16th St,51359,39.789116,-86.149389
10194,Delaware St & Louisiana St,53041,39.763324,-86.154541
9369,Vermont St & Cossell Dr,51306,39.772251,-86.245936
9528,Mitthoefer & 17th St,51672,39.791178,-85.990453
9481,20th St & Dearborn St,51612,39.794179,-86.112021
8313,Division St & McCarty Ct,12420,39.756879,-86.1829
7918,Rural St & Roosevelt Ave,11760,39.794955,-86.116578
8260,Lynhurst Dr & Kentucky Ave,12359,39.709738,-86.250378
10204,Prospect St & Reid Pl,53105,39.752387,-86.129628
9042,Washington St & Banner Ave,50839,39.743149,-86.282107
7488,34th St & Drexel Ave,10555,39.818345,-86.092422
10372,English Ave & Trowbridge St,53409,39.759771,-86.120098
7348,Eagle Highlands Way & Private Dr,10328,39.82814,-86.280525
9853,Allisonville Rd & 77th St,52373,39.893439,-86.084772
8909,Washington St & German Church Rd,50676,39.775832,-85.97188
10512,Fountain Square Station SB,70042,39.753287,-86.141155
9260,Arlington Ave & Windsor Dr,51158,39.798006,-86.064348
9957,Harcourt Rd & 80th St,52615,39.900345,-86.193453
7809,Rockville Rd & Transfer Dr,11059,39.764327,-86.299274
8818,25th St & Baltimore Ave,50513,39.80346,-86.126197
8265,Troy Ave & Denison St,12364,39.720337,-86.238882
8471,Southern Ave & 17th Ave,12653,39.730703,-86.102429
7621,10th St -7100 E,10816,39.781834,-86.04291
7557,10th St & Butler Ave,10738,39.781527,-86.080681
7323,38th St & Rookwood Ave,10301,39.824911,-86.167373
8627,42nd St & Graham Ave,50125,39.833089,-86.069493
9638,30th St & Sherman Ave,51866,39.810705,-86.102802
10564,DTC-F,90006,39.766583,-86.154336
8355,Decatur Blvd & Heathrow Way,12464,39.680357,-86.292716
7785,10th St & Concord St,11025,39.780569,-86.210788
7821,Massachusetts Ave & New Jersey St,11500,39.773783,-86.150808
7661,10th St & Woodruff Pl E Dr,10861,39.781375,-86.126733
9126,Michigan Rd & 86th St,50962,39.913133,-86.223132
8441,Minnesota St & Villa Ave,12603,39.745142,-86.12683
7578,10th St & Shadeland Ave,10762,39.781734,-86.044859
8381,East St & Beecher St,12526,39.741523,-86.149405
10345,Emerson Ave & County Line Rd,53334,39.637583,-86.082645
9841,Shadeland Station & 71st St,52332,39.883571,-86.042535
8554,Illinois St & Fall Creek Pkwy S Dr,50019,39.802096,-86.158947
8224,34th St & Moller Rd,12281,39.81641,-86.257602
7458,30th St & Private Dr,10491,39.811274,-86.011948
7736,Cunningham Rd & Buick Dr,10963,39.790899,-86.26033
10469,300 N Shortridge Rd,55001,39.777053,-86.04076
8913,Washington St & Mitthoefer Rd,50681,39.775012,-85.990986
7882,Shopping Center Dr & Keystone Ave,11721,39.710981,-86.118924
7483,34th St & Butler Ave,10546,39.818424,-86.080451
9016,Washington St & Collier St,50805,39.758757,-86.230709
9901,Harcourt Rd & Harcourt Spring Blvd,52518,39.896515,-86.193559
10028,Woodland Dr - 7223 N,52767,39.883713,-86.266058
9727,86th St & Monon Trail,52039,39.912444,-86.136985
7579,10th St & Shortridge Rd,10764,39.781733,-86.041675
9758,86th St & Haverstick Rd,52117,39.912496,-86.117681
8153,27th St & Rader St,12203,39.805572,-86.177954
9817,62nd St & Olney St,52308,39.868681,-86.108085
7948,Keystone Ave & 78th St,11802,39.897622,-86.121907
8262,Lynhurst Dr & Seerley Creek Rd,12361,39.718751,-86.250305
8973,Washington St & Harding St,50753,39.767349,-86.186685
9904,Harcourt Rd & 74th St,52521,39.888318,-86.193525
8258,Mann Rd & Kentucky Ave - Marsh,12357,39.711812,-86.239231
7394,Alabama St & 19th St,10416,39.792996,-86.152281
9822,Allisonville Rd & 72nd St,52313,39.884501,-86.089122
7900,Rural St & English Ave,11741,39.759671,-86.116313
8493,US 31 & Banta Rd,12947,39.67199,-86.149414
7509,Sutherland Ave & 34th St,10581,39.817789,-86.134826
7990,Sherman Dr & Pleasant Run Pkwy S Dr,11857,39.762311,-86.102123
9954,Harcourt Rd & Suffolk Ln,52611,39.894349,-86.193446
10510,Fletcher Place Station SB,70040,39.758952,-86.146967
8292,Morris St & Blaine Ave,12394,39.751099,-86.188665
7754,Welcome Way Blvd W & Rockleigh Ave,10986,39.766571,-86.291547
9907,Hoover Rd & 73rd St,52533,39.88608,-86.174564
9989,Georgetown Rd & 47th St,52721,39.841815,-86.241669
9306,Pleasant Run Pkwy N Dr & Audubon Rd,51215,39.776621,-86.06969
9319,Michigan St & Gale St,51232,39.774703,-86.106424
8301,Kentucky Ave & McCarty Ct,12404,39.758211,-86.17177
7643,10th St & Riley Ave,10841,39.781582,-86.085827
9687,30th St & Arthington Blvd,51929,39.810925,-86.091405
8138,Moller Rd & Renn Rd,12114,39.835688,-86.256478
9105,Michigan Rd & 60th St,50934,39.861595,-86.198525
9883,Central Ave & 32nd St,52461,39.813871,-86.149572
8668,Post Rd & 56th St,50204,39.853518,-86.01025
8638,Meadows Dr & Edgemere Ct,50139,39.831761,-86.10923
9651,16th St & Ridgeview Dr,51887,39.789005,-86.057731
8201,High School Rd & Gateway Dr,12257,39.827899,-86.270483
9280,Arlington Ave & 41st St,51181,39.831339,-86.064996
8529,College Ave & Lake Nora W Dr,14120,39.914684,-86.145936
8521,Fletcher Ave & Pine St,13013,39.760082,-86.143929
8597,Shadeland Ave & 65th St,50092,39.876005,-86.046
7219,38th St & College Ave,10095,39.825127,-86.144815
8666,42nd St & Ritter Ave,50202,39.833081,-86.074108
8557,Illinois St & 30th St,50023,39.809977,-86.159021
9872,Central Ave & 46th St,52405,39.839335,-86.149993
9609,29th St & Annette St,51826,39.808257,-86.175913
8412,Raymond St & Sherman Dr,12564,39.737862,-86.102004
10253,Merdian St & Southern Ave,53219,39.73017,-86.158968
10227,Prospect St & Earhart St,53149,39.7527,-86.107177
8377,Raymond St & Garfield Dr,12522,39.737366,-86.144391
9688,30th St & Euclid Ave,51931,39.810899,-86.094124
8608,Clearvista Pkwy - 7200 E,50103,39.900167,-86.043171
8539,Beecher St & E. Pleasant Run Pkwy N. Dr.,14130,39.741656,-86.142417
10456,Post Rd & 17th St,54006,39.790786,-86.009258
9647,30th St & Graham Ave,51881,39.810895,-86.069762
9540,21st St & Lake Terrace N Dr,51686,39.796936,-85.99568
7449,30th St & Shadeland Ave,10482,39.811016,-86.04451
7674,10th St & Belmont Ave,10888,39.780806,-86.197023
10511,Fletcher Place Station NB,70041,39.759034,-86.146976
9172,Township Line Rd & Stockbridge Dr,51013,39.882533,-86.203101
9131,Purdue Rd & Vincennes RD,50967,39.9161,-86.220518
9251,Arlington Ave & 09th St,51144,39.77793,-86.064122
8922,Washington St & Cecil Ave,50692,39.773354,-86.022762
7567,16th St & Priscilla Ave,10750,39.788911,-86.066805
7160,38th St & Biscayne Rd,10013,39.826113,-86.013632
7365,38th St & Guion Rd,10351,39.823519,-86.220593
10243,Southeastern Ave & Minnesota St,53168,39.745782,-86.084884
7369,38th St & Byram Ave,10356,39.824715,-86.169626
7741,16th St & Lynhurst Dr,10968,39.78722,-86.250004
8855,Washington St & Tacoma Ave,50616,39.768112,-86.119278
8692,Harding St & Burdsal Pkwy,50325,39.800445,-86.187529
10352,Emerson Ave & Southport Rd,53341,39.668674,-86.082469
9492,21st St & Bosart Ave,51626,39.79615,-86.090616
8342,Troy Ave & Lyons Ave,12451,39.720308,-86.233176
9718,College Ave & Private Dr - Indiana Blind School,52029,39.894937,-86.145804
9322,Michigan St & Parker Ave,51237,39.774563,-86.11446
9239,New York St & Grant Ave,51127,39.772093,-86.097584
9958,Harcourt Rd & Centurion Pkwy,52616,39.902006,-86.193455
7467,Franklin Rd & 30th St,10524,39.811901,-86.02682
7814,10th St & Westmore Dr,11064,39.779057,-86.296075
9161,Michigan Rd - Lowes - 8400 N,51001,39.908604,-86.221449
8504,Shelby St & Private Dr,12960,39.637945,-86.139328
7185,38th St & Shadeland Rd,10047,39.825846,-86.045525
9681,30th St & Graham Ave,51921,39.811055,-86.069823
9448,16th St & Emerson Ave,51481,39.788947,-86.083857
9006,Washington St & Worth Ave,50795,39.751139,-86.25549
10433,English Ave & Temple Ave,53505,39.759862,-86.118537
8671,Ohio St & Capitol Ave,50300,39.770056,-86.162077
8494,US 31 & Tulip Dr,12948,39.667973,-86.148981
8540,Beecher St & E. Pleasant Run Pkwy N. Dr.,14131,39.741772,-86.142808
9750,College Ave & 80th St,52087,39.902923,-86.145881
9270,Arlington Ave & 33rd St,51168,39.816472,-86.064601
9132,Purdue Rd & Founders Rd,50968,39.913427,-86.219627
9110,Michigan Rd & 64th St,50940,39.871401,-86.203264
7170,42nd St & Baker Dr,10025,39.833564,-85.999209
8006,Keystone Ave & Iowa St,11875,39.7436,-86.121215
7200,38th St & Colorado Ave,10069,39.825492,-86.095845
9719,College Ave & 78th St,52030,39.896554,-86.145797
9329,Michigan St & State Ave,51247,39.774401,-86.130472
7624,10th St & Ridgeview Dr,10819,39.781731,-86.057277
7620,10th St & Shortridge Rd,10815,39.781883,-86.040444
10295,Main St & 02nd Ave,53266,39.721833,-86.083744
10182,Madison Ave & Murry St,53024,39.71803,-86.147776
8659,Capitol Ave & New York St,50192,39.771856,-86.161656
8545,Illinois St & Michigan St,50002,39.773979,-86.159575
7684,10th St & Alton Ave,10899,39.780584,-86.216965
8783,25th St & Station St,50462,39.803372,-86.104257
8112,4500 W 16th St - Indy Motor Speedway,12086,39.787452,-86.23257
7320,38th St & Woodland Ave,10267,39.825376,-86.13507
8273,Holt Rd & Gadsden St,12373,39.726414,-86.225162
8162,30th St & Alton Ave,12213,39.809778,-86.217411
9350,Michigan St & Berwick Ave,51281,39.773985,-86.218662
9635,30th St & Olney St,51863,39.810711,-86.107458
8446,Virginia Ave & Woodlawn Ave,12612,39.753234,-86.140972
7945,Keystone Ave & 78th St,11798,39.897489,-86.121646
7798,Rockville Rd & Richie Ave,11048,39.764029,-86.316577
9030,Washington St & Elder Ave,50819,39.766396,-86.194689
10448,Washington St & Illinois St,53604,39.76722,-86.160196
7234,Ohio St & Meridian St,10136,39.769935,-86.157682
9320,Michigan St & Dearborn St,51234,39.774602,-86.110664
10488,34th Station SB,70018,39.817699,-86.156837
8234,30th St & Midvale Dr,12293,39.809358,-86.237786
7758,Raceway Rd & Broken Arrow Rd,10995,39.769102,-86.326806
10217,Southeastern Ave & Worcester Ave,53119,39.748025,-86.089201
9179,Michigan Rd & Fox Hill Ct,51024,39.865094,-86.200387
8737,Montcalm St & 14th St,50387,39.786315,-86.180138
9325,Michigan St & Keystone Ave,51242,39.774472,-86.121582
7187,38th St & Elizabeth St,10049,39.825818,-86.052279
7285,42nd St & Biscayne Rd,10226,39.833304,-86.012154
7378,38th St & Meridian St,10365,39.824791,-86.157033
10045,Georgetown Rd & 78th St,52785,39.892865,-86.241764
8834,Central Ave & 13th St,50540,39.784621,-86.149514
8012,Keystone Ave & Walker Ave,11881,39.731887,-86.120961
8467,Perkins AVe & Walker Ave,12648,39.731962,-86.111357
9334,Michigan St & Spring St,51252,39.773882,-86.144586
10411,English Ave & Sheridan Ave,53462,39.761109,-86.059711
9346,Midhigan St & Haugh St,51276,39.774617,-86.207951
7391,Alabama St & 15th St,10413,39.787391,-86.152134
8663,Shadeland Ave & 75th St,50197,39.890285,-86.046221
9979,Lafayette Rd & Groff Ave,52710,39.801616,-86.212274
8705,Clifton St & 31st St,50350,39.810974,-86.180453
8450,Virginia Ave & Lexington Ave,12616,39.759666,-86.147582
8242,30th St & Tibbs Ave,12302,39.809657,-86.216349
10426,English Ave & Worcester Ave,53496,39.760352,-86.087573
9473,Brookside Ave & 12th St,51601,39.782661,-86.135346
7205,38th St & Lasalle St,10078,39.825398,-86.109784
9045,Washington St & Research Way,50842,39.739104,-86.29515
8176,34th St & Allison Ave,12229,39.816628,-86.248266
9428,21st St & Irwin St,51453,39.796332,-86.05269
7971,Keystone Ave & 32nd St,11833,39.814536,-86.121718
10016,Zionsville Rd & 86th St,52750,39.909755,-86.259957
8623,Arlington Ave & 44th St,50119,39.836849,-86.065074
9411,Rural St & 12th St,51411,39.783527,-86.116425
10002,Georgetown Rd & Covered Bridge Rd,52734,39.876488,-86.244435
8534,Central Ave & 52nd St,14125,39.846731,-86.149898
9031,Washington St & Reichwein St,50820,39.766576,-86.193015
8492,US 31 & Beechwood Ln,12946,39.676303,-86.149263
9091,MLK St & 30th St,50916,39.809909,-86.173666
9561,21st St & Emerson Knoll Pl,51721,39.796312,-86.084553
7825,College Ave & 34th St,11509,39.817611,-86.144907
8664,Shadeland Ave & 71st St,50198,39.883708,-86.046039
8481,Perkins Ave & LeGrande Ave,12663,39.738937,-86.111452
9997,Georgetown Rd & 59th St,52729,39.860255,-86.241097
7668,10th St & Bellefontaine St,10869,39.781304,-86.142908
7655,10th St & Gray St,10854,39.781454,-86.111334
7554,10th St & Dequincy St,10733,39.78149,-86.087701
10203,Prospect St & State Ave,53104,39.752385,-86.130887
9516,21st St & Brentford Dr,51660,39.796535,-86.022661
9617,29th St & Washington Blvd,51838,39.808329,-86.152228
8517,US 31 & Powell St,12973,39.68914,-86.148677
8331,Holt Rd & Minnesota St,12440,39.742928,-86.225356
7359,38th St & Georgetown Rd,10339,39.823885,-86.239113
8571,42nd St & Forest Manor Ave,50053,39.832947,-86.098278
10371,English Ave & Keystone Ave,53408,39.759733,-86.121382
10209,Prospect St & Vandeman St,53111,39.752584,-86.10936
10431,English Ave & Bradley Ave,53502,39.760128,-86.100714
7884,Keystone Ave & Werges Ave,11723,39.717519,-86.12061
7747,10th St & Farley Dr,10979,39.779561,-86.275561
10405,Shortridge Rd & Taos Trail,53455,39.768258,-86.040509
9418,16th St & Denny St,51420,39.788728,-86.10078
9578,Brookside Ave & Beville Ave,51744,39.790014,-86.122731
8871,Washington St & Riley Ave,50634,39.769986,-86.085913
8720,30th St & Riverside Dr E,50366,39.810043,-86.190926
8158,30th St & Warman Ave,12208,39.8099,-86.207135
8794,Sherman Dr & 36th St,50474,39.821738,-86.102654
7614,10th St & Cecil Ave,10808,39.781963,-86.022828
8056,16th St & Belleview Pl,12010,39.788041,-86.203438
9456,Nowland Ave & Dearborn St,51498,39.786625,-86.11099
9956,Harcourt Rd & Moray Ct E,52613,39.89786,-86.193434
9551,21st St & Wellesley Blvd,51704,39.796589,-86.032844
9493,21st St & Dequincy St,51628,39.796156,-86.088214
8221,34th St & High School Rd,12277,39.816229,-86.269384
9656,Shadeland Ave & 13th St,51893,39.784924,-86.045542
9007,Washington St & Norfolk St,50796,39.751733,-86.253563
10248,Meridian St & Bluff Ave,53212,39.741441,-86.159151
7728,High School Rd & Embassy Row,10955,39.804616,-86.270008
10275,Main St & 08th Ave,53243,39.721658,-86.091226
10256,Meridian St & Yoke St,53223,39.724517,-86.158871
8879,Washington St & Campbell Ave,50642,39.770994,-86.065591
8150,Moller Rd & 42nd St,12127,39.831674,-86.256373
7325,38th St & Michigan Rd,10303,39.824761,-86.181731
10441,English Ave & Laurel St,53514,39.759731,-86.135752
8388,East St & Georgia St,12536,39.763582,-86.149306
7734,Cunningham Rd & Augusta Dr N,10961,39.796435,-86.263638
9225,New York St & Arsenal Ave,51109,39.771385,-86.133622
9153,Purdue Rd & Founders Rd,50989,39.913675,-86.219436
9092,MLK St & I-65 117 Ramp C,50917,39.811184,-86.174294
8460,Minnesota St & Churchman Ave,12634,39.745081,-86.123746
7433,34th St & Arthington Blvd,10463,39.818267,-86.090393
10324,Meridian St & Palmer St,53307,39.746421,-86.159062
9340,Michigan St & Porto Alegre St,51266,39.775733,-86.186876
7743,10th St & Allison Ave,10975,39.780056,-86.248712
10183,Madison Ave & Perry Ave,53025,39.719761,-86.148674
9197,MLK St & 30th St,51044,39.809918,-86.17384
9145,Naab Rd & John Ambers Ln,50981,39.909988,-86.198332
8108,16th St & Auburn St,12082,39.7873,-86.244397
9970,Butler Way at Clowes Hall,52628,39.839437,-86.17042
7622,10th St - 6900 E,10817,39.781828,-86.047236
8131,16th St & Aqueduct St,12106,39.788666,-86.176195
7198,38th St & Arthington Blvd,10066,39.825547,-86.090555
10210,Prospect St & Earhart St,53112,39.752556,-86.107357
8838,College Ave & Arch St,50554,39.778734,-86.145221
8195,46th St & Inland Dr,12250,39.838047,-86.279485
9554,21st St & Bolton Ave,51709,39.796356,-86.066638
8026,Sherman Dr & Lickridge Ln N Dr,11897,39.703164,-86.102774
8748,Ohio St & Capitol Ave,50400,39.769979,-86.162183
8425,Troy Ave & Parker Ave,12579,39.723221,-86.113545
9740,Keystone Crossing & Commerce Crossing,52075,39.916074,-86.109608
8192,Eagle Creek Pkwy E Dr & Eagle Bay N Dr,12247,39.833111,-86.286751
8641,Meadows Dr & Meadows Pkwy,50142,39.827999,-86.11319
9217,Michigan Rd & International School,51066,39.835745,-86.185944
8902,Washington St & Washington Pointe Dr,50668,39.775252,-85.980576
9231,New York St & Rural St,51118,39.771792,-86.116082
9046,Washington St & Hamblem Dr,50843,39.736885,-86.302312
9708,30th St & Washington Blvd,51960,39.8103,-86.151922
9222,New York St & Dickson St,51106,39.770916,-86.140165
9074,W Perimeter Rd & Express Scripts,50888,39.722861,-86.323494
9233,New York St & Gray St,51120,39.771857,-86.111948
7287,42nd St & Torino Ct,10228,39.833338,-86.008248
10000,Georgetown Rd & Sandyside Dr,52732,39.87083,-86.244316
9881,86th St & Allisonville Rd,52457,39.912306,-86.074865
9798,46th St & Erie Ave,52268,39.840337,-86.122793
10577,DTC-T,90019,39.766298,-86.154345
9310,Michigan St & Leland Ave,51220,39.775008,-86.08098
8756,College Ave & 14th St,50414,39.785325,-86.144608
9654,16th St & Shadeland Ave,51890,39.789082,-86.044999
9586,21st St & Shadeland Rd,51755,39.796548,-86.043762
8359,18th Ave & Albany St,12501,39.723223,-86.102911
9530,Mitthoefer Rd & 11th St,51674,39.783371,-85.990171
7443,34th St - 6700 E,10476,39.818369,-86.05495
7909,Sherman Dr & Washington St,11750,39.768378,-86.102104
10369,English Ave & Harlan St,53405,39.759692,-86.126212
8708,Clifton St & 34th St,50353,39.815114,-86.180477
10043,79th St & Georgetown Rd,52783,39.896692,-86.241714
10523,University Station SB,70053,39.709756,-86.139476
8516,US 31 & Epler Ave,12972,39.686156,-86.148699
7373,38th St & Kenwood Ave,10360,39.824953,-86.159637
8036,Thompson Rd & Emerson Ave,11908,39.693397,-86.081341
9104,Michigan Rd & 58th St,50933,39.859475,-86.197497
8697,Harding St & 29th St,50331,39.807807,-86.187634
8840,16th St & College Ave,50556,39.788398,-86.144868
8407,Raymond St & Keystone Ave,12559,39.737615,-86.121251
7521,Central Ave & 25th St,10596,39.802843,-86.149609
9836,Clearvista Pkwy & 82nd St,52327,39.904398,-86.039669
7573,10th St & Arlington Ave,10757,39.781597,-86.063727
7329,Lafayette Rd - 3950 N - Lafayette Sq,10307,39.826928,-86.237728
9791,52nd St & Keystone Ct,52261,39.847583,-86.123856
7915,Rural St & 16th St,11756,39.788687,-86.116509
10171,Madison Ave & Whalen Ave,53008,39.683994,-86.133473
9720,College Ave & Forest Blvd,52031,39.900601,-86.145807
9236,New York St & Ewing St,51123,39.771981,-86.104556
8458,Minnesota St & Dawson St,12632,39.74507,-86.128551
7336,38th St - 5400 W,10316,39.823947,-86.253569
8210,Eagle Creek Pkwy & Eagle Bay N Dr,12266,39.832787,-86.28677
7442,34th St - 6600 E,10475,39.818354,-86.058631
10288,4800 S Emerson Ave - Walmart,53259,39.698,-86.082385
10140,Madison Ave & Greentree St,52942,39.652509,-86.122888
10168,Madison Ave & Stevens St,53005,39.677645,-86.131306
8767,A J Brown Ave & 22nd St,50437,39.797661,-86.135444
8132,16th St & Fall Creek Pkwy E Dr,12107,39.788175,-86.172288
9968,Westlane Rd & Ditch Rd,52626,39.886138,-86.184275
8633,42nd St & Devon Ct E Dr,50133,39.833034,-86.090373
9805,46th St & Winthrop Ave,52289,39.839656,-86.141302
8049,16th St & Fall Creek Pkwy,12003,39.788394,-86.173749
8502,Community Hosp South at County Line Rd,12958,39.638665,-86.131575
8406,Raymond St & Saint Paul St,12558,39.737606,-86.122933
8167,30th St & Mussman Dr,12220,39.809505,-86.235395
7257,38th St & Chester Ave,10184,39.825321,-86.100366
8958,Washington St & Koweba Ln,50733,39.767891,-86.123741
8864,Washington St & Chester Dr,50627,39.769329,-86.098741
7162,38th St & Alsace Pl,10016,39.826072,-86.019905
8809,25th St & Olney St,50490,39.80343,-86.107066
9482,20th St & Houston St,51613,39.794202,-86.109633
8961,Washington St & State Ave,50737,39.767412,-86.13045
8166,30th St & Falcon Dr,12218,39.809557,-86.231932
9330,Michigan St & Arsenal Ave,51248,39.774381,-86.133297
10065,Lafayette Rd & Pike Plaza Rd,52805,39.83376,-86.244675
10110,Intech Way & Private Drive,52860,39.870224,-86.271942
7371,38th St & Cornelius Ave,10358,39.824728,-86.165987
8226,34th St & Ashley Ln,12283,39.816488,-86.253089
7539,10th St & Jefferson Ave,10713,39.781341,-86.123449
8805,Sherman Dr - 2900 N,50485,39.808712,-86.102625
8542,Pleasant Run & Madison Ave,14133,39.734289,-86.154248
8163,30th St & Guion Rd,12214,39.809746,-86.219571
7829,Broad Ripple Ave & Compton St,11543,39.869606,-86.138634
7744,10th St & Norfolk St,10976,39.780001,-86.253163
10373,English Ave & Temple Ave,53410,39.759787,-86.118874
8806,Sherman Dr & 28th St,50486,39.806675,-86.102598
8079,Moller Rd & Beauport Rd,12040,39.805132,-86.255697
8291,Morris St & Richland St,12393,39.751141,-86.191564
7538,10th St & Woodruff Pl E Dr,10712,39.781245,-86.127193
9525,21st St & Lake Terrace W Dr,51669,39.796806,-85.996045
7651,10th St & Sherman Dr,10850,39.781501,-86.101966
9600,Cold Spring Rd & 30th St,51813,39.809471,-86.202764
8865,Washington St & Gladstone Ave,50628,39.769454,-86.096287
10459,Post Rd & 25th St,54009,39.804394,-86.009458
9396,Central Ave & 13th St,51358,39.785399,-86.149365
7633,16th St & Graham Ave,10829,39.789002,-86.068947
7570,Arlington Ave & Village Plaza S Dr,10754,39.785745,-86.064416
10513,Fountain Square Station NB,70043,39.753238,-86.14099
9943,64th St - 615 W - Orchard School,52589,39.872043,-86.170926
9545,21st St & Galeston Ave,51691,39.796837,-86.007338
8250,27th St & Annette St,12313,39.805531,-86.175896
8074,Shopping Center Dr & Kroger - 5700 W,12034,39.798693,-86.261198
8684,18th St & Rembrandt St,50316,39.791254,-86.181271
10013,Norfolk St - 8178 N,52747,39.902422,-86.255189
7225,Meridian St & 19th St,10118,39.792126,-86.15742
8724,Harding St & 27th St,50371,39.805342,-86.187705
9983,Lafayette Rd & 30th St,52715,39.809935,-86.220847
9868,52nd St & Winthrop Ave,52393,39.847056,-86.141617
8979,Washington St & Belleview Pl,50760,39.765755,-86.202667
9534,Mitthoefer Rd & Heather Hills Rd,51678,39.793643,-85.990408
8378,Raymond St & Singleton St,12523,39.737217,-86.147635
10071,Lafayette Rd & 30th St,52811,39.809128,-86.220179
9960,Hoover Rd  - 8181 N,52618,39.904095,-86.193464
