X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-86.1592730002195,39.837754999589,9935,Illinois St & Blue Ridge Rd,52572,39.837755,-86.159273
-86.1593900002986,39.8466520001307,9936,Illinois St & 52nd St,52577,39.846652,-86.15939
-86.1594510003613,39.8503030000008,9937,Illinois St & 54th St,52579,39.850303,-86.159451
-86.1594669994814,39.8539790002907,9938,Illinois St & 56th St,52581,39.853979,-86.159467
-86.1594990002903,39.8565129997472,9939,Illinois St - 5645 N,52582,39.856513,-86.159499
-86.1595679994928,39.861085999747,9940,Illinois St & 59th St,52586,39.861086,-86.159568
-86.1649969994766,39.8685299998863,9941,Spring Mill Rd & 63rd St,52587,39.86853,-86.164997
-86.1663690001681,39.872063000252,9942,64th St & Sunset Ln,52588,39.872063,-86.166369
-86.1709259998287,39.872042999954,9943,64th St - 615 W - Orchard School,52589,39.872043,-86.170926
-86.1727570001641,39.8720319999147,9944,64th St & Kennedy Ln,52590,39.872032,-86.172757
-86.1744949994963,39.8734110002646,9945,Hoover Rd & 64th St,52591,39.873411,-86.174495
-86.1744810001289,39.8772980003189,9946,Hoover Rd & Golf Ln,52592,39.877298,-86.174481
-86.1744320001779,39.8788660002368,9947,Hoover Rd - 6800 N - JCC,52593,39.878866,-86.174432
-86.1744220001866,39.8818580002584,9948,Hoover Rd & Oakwood Trail,52594,39.881858,-86.174422
-86.1744559997115,39.8834999996209,9949,Hoover Rd & Fairway Dr,52595,39.8835,-86.174456
-86.1884030003623,39.8853760003902,9950,Westlane Rd & Grandview Dr,52607,39.885376,-86.188403
-86.1934329996889,39.886136000208,9951,Harcourt Rd & Westlane Rd,52608,39.886136,-86.193433
-86.193421999718,39.8893149998066,9952,Harcourt Rd & 74th Pl,52609,39.889315,-86.193422
-86.1934449995878,39.8909840000328,9953,Harcourt Rd & 75th Pl,52610,39.890984,-86.193445
-86.193445999562,39.8943489998702,9954,Harcourt Rd & Suffolk Ln,52611,39.894349,-86.193446
-86.1934309997908,39.8961280003701,9955,Harcourt Rd & Harcourt Springs Blvd,52612,39.896128,-86.193431
-86.1934339996205,39.8978599996301,9956,Harcourt Rd & Moray Ct E,52613,39.89786,-86.193434
-86.1934530003199,39.9003449998811,9957,Harcourt Rd & 80th St,52615,39.900345,-86.193453
-86.1934549999487,39.9020059999153,9958,Harcourt Rd & Centurion Pkwy,52616,39.902006,-86.193455
-86.1934630002496,39.9030489999172,9959,Hoover Rd & Century Way,52617,39.903049,-86.193463
-86.1934640002871,39.9040950001013,9960,Hoover Rd  - 8181 N,52618,39.904095,-86.193464
-86.1938450003279,39.9064039996299,9961,Harcourt Rd & Katie Knox Dr,52619,39.906404,-86.193845
-86.1938649998583,39.908575999611,9962,Harcourt Rd - Saint Vincent Hospital,52620,39.908576,-86.193865
-86.1938550001077,39.9095420001716,9963,8450 Harcourt Rd - St Vincent Hospital,52621,39.909542,-86.193855
-86.1631270001741,39.8627209996911,9964,Kessler Blvd W Dr & Spring Mill Rd,52622,39.862721,-86.163127
-86.1744759998261,39.8746960003903,9965,Hoover Rd & Lincolnwood Ln,52623,39.874696,-86.174476
-86.1961630000588,39.9121509997276,9966,86th St & Sorrel Dr,52624,39.912151,-86.196163
-86.174359000532,39.8863690001283,9967,Hoover Rd & 73rd St,52625,39.886369,-86.174359
-86.1842749998857,39.8861380000282,9968,Westlane Rd & Ditch Rd,52626,39.886138,-86.184275
-86.1840359994883,39.8861009999879,9969,Westlane Rd & Ditch Rd,52627,39.886101,-86.184036
-86.1704200001048,39.8394369996892,9970,Butler Way at Clowes Hall,52628,39.839437,-86.17042
-86.1889600005734,39.7836019997901,9971,White River Pkwy W Dr - 1151 N,52702,39.783602,-86.18896
-86.1962699998169,39.786059000284,9972,White River Pkwy W Dr & Belmont Ave,52703,39.786059,-86.19627
-86.199245000383,39.7869919998839,9973,White River Pkwy W Dr & Pershing Ave,52704,39.786992,-86.199245
-86.20042500029,39.7891550000766,9974,Lafayette Rd & 17th St,52705,39.789155,-86.200425
-86.203034000008,39.7928580002098,9975,Lafayette Rd & Cold Spring Rd,52706,39.792858,-86.203034
-86.2057450001548,39.7954499998538,9976,Lafayette Rd & 21st St,52707,39.79545,-86.205745
-86.2080720004401,39.7976660002549,9977,Lafayette Rd & Private Dr,52708,39.797666,-86.208072
-86.2096739995454,39.79918499989,9978,Lafayette Rd & Kessler Blvd N Dr,52709,39.799185,-86.209674
-86.2122740005567,39.8016159996491,9979,Lafayette Rd & Groff Ave,52710,39.801616,-86.212274
-86.2142030002502,39.8034710002782,9980,Lafayette Rd & Roberta Dr,52712,39.803471,-86.214203
-86.2167850001118,39.8058960000682,9981,Lafayette Rd & Tibbs Ave,52713,39.805896,-86.216785
-86.2192360000372,39.8083229996927,9982,Lafayette Rd - 2915 N,52714,39.808323,-86.219236
-86.2208470002775,39.8099349999282,9983,Lafayette Rd & 30th St,52715,39.809935,-86.220847
-86.22888199961,39.8179339995752,9984,Lafayette Rd & 34th St,52716,39.817934,-86.228882
-86.2401190003306,39.8292910001223,9985,Lafayette Rd & Georgetown Rd,52717,39.829291,-86.240119
-86.2413259996216,39.8305260003171,9986,Lafayette Rd - 4050 N,52718,39.830526,-86.241326
-86.2438230004218,39.8331350003696,9987,Lafayette Rd & Georgetown Rd,52719,39.833135,-86.243823
-86.244664000362,39.8345119999665,9988,Georgetown Rd & Lafayette Rd,52720,39.834512,-86.244664
-86.241668999736,39.8418149995841,9989,Georgetown Rd & 47th St,52721,39.841815,-86.241669
-86.2416319995646,39.8441600002097,9990,Georgetown Rd & Bradenton Pl,52722,39.84416,-86.241632
-86.2416710002434,39.8463179998433,9991,Georgetown Rd & 52nd St,52723,39.846318,-86.241671
-86.2417159999277,39.8486479996307,9992,Georgetown Rd & Pinecroft Dr,52724,39.848648,-86.241716
-86.2409370002971,39.8505569999597,9993,Georgetown Rd & Kelvington Dr,52725,39.850557,-86.240937
-86.2400380001939,39.852505000183,9994,Georgetown Rd & 56th St,52726,39.852505,-86.240038
-86.2401410002944,39.8558099996482,9995,Georgetown Rd & 57th St,52727,39.85581,-86.240141
-86.2403970001039,39.8575240002017,9996,Georgetown Rd & Sebring Dr,52728,39.857524,-86.240397
-86.2410970002917,39.8602550000854,9997,Georgetown Rd & 59th St,52729,39.860255,-86.241097
-86.2431960000576,39.863793999928,9998,Georgetown Rd & Country Brook Dr,52730,39.863794,-86.243196
-86.2442020001099,39.8682340000189,9999,Georgetown Rd & 62nd St,52731,39.868234,-86.244202
-86.2443160005327,39.8708299999148,10000,Georgetown Rd & Sandyside Dr,52732,39.87083,-86.244316
-86.2444550001028,39.8746099997427,10001,Georgetown Rd & Pendragon Blvd,52733,39.87461,-86.244455
-86.2444349995489,39.8764879996541,10002,Georgetown Rd & Covered Bridge Rd,52734,39.876488,-86.244435
-86.2443379996222,39.8788600004304,10003,Georgetown Rd & Oakwood Trail,52735,39.87886,-86.244338
-86.2442250000848,39.8807329996081,10004,Georgetown Rd & 71st St,52736,39.880733,-86.244225
-86.2432939994736,39.8862090003609,10005,Georgetown Rd - 7231 N,52737,39.886209,-86.243294
-86.2428019999505,39.8882320002646,10006,Georgetown Rd - 7575 N,52738,39.888232,-86.242802
-86.2410850002102,39.8943560000212,10007,Georgetown Rd - 7747 N,52741,39.894356,-86.241085
-86.241633000071,39.8967720002904,10008,79th St & Georgetown Rd,52742,39.896772,-86.241633
-86.2464789998457,39.8966300003989,10009,79th St - 5022 W,52743,39.89663,-86.246479
-86.2498930002752,39.8965500000238,10010,79th St & Allison Ave,52744,39.89655,-86.249893
-86.2501080000447,39.9000489999344,10011,Allison Ave & 81st St,52745,39.900049,-86.250108
-86.2551669998587,39.9002100003883,10012,81st St & Norfolk St,52746,39.90021,-86.255167
-86.2551890003081,39.9024220003758,10013,Norfolk St - 8178 N,52747,39.902422,-86.255189
-86.2552020005681,39.9068560002275,10014,Norfolk St & 84th St,52748,39.906856,-86.255202
-86.2565709999269,39.9089599996549,10015,Moller Rd & 86th St,52749,39.90896,-86.256571
-86.2599570004585,39.9097549995677,10016,Zionsville Rd & 86th St,52750,39.909755,-86.259957
-86.2599349995793,39.9066950000378,10017,Zionsville Rd & 84th St,52751,39.906695,-86.259935
-86.2599339999778,39.9054340001795,10018,Zionsville Rd - 8260 N,52752,39.905434,-86.259934
-86.2599340003457,39.9024670002102,10019,Zionsville Rd & 82nd St,52753,39.902467,-86.259934
-86.2599269995554,39.8987910003194,10020,Zionsville Rd & 80th St,52755,39.898791,-86.259927
-86.2598980004142,39.8958129996849,10021,Zionsville Rd & 79th St,52756,39.895813,-86.259898
-86.259875999801,39.8936499996205,10022,Zionsville Rd - 7736 N,52757,39.89365,-86.259876
-86.2598789995361,39.8906929999474,10023,Zionsville Rd & 76th St,52758,39.890693,-86.259879
-86.2604739998796,39.8874509999145,10024,Zionsville Rd & 74th St,52759,39.887451,-86.260474
-86.2634489996293,39.8873800003783,10025,74th St - 5800 W,52760,39.88738,-86.263449
-86.2667519994796,39.8873279997522,10026,74th St & Woodland Dr,52761,39.887328,-86.266752
-86.2669949994791,39.8857290003312,10027,Woodland Dr - 7330 N,52762,39.885729,-86.266995
-86.2660580000646,39.8837129998413,10028,Woodland Dr - 7223 N,52767,39.883713,-86.266058
-86.2669709998864,39.8870900003399,10029,Woodland Dr & 74th St,52768,39.88709,-86.266971
-86.2622230001018,39.8873569996141,10030,74th St -5601 W,52769,39.887357,-86.262223
-86.2597390002553,39.8906220001349,10031,Zionsville Rd & 76th St,52770,39.890622,-86.259739
-86.2597069996462,39.8939440002024,10032,Zionsville Rd - 7750 N,52771,39.893944,-86.259707
-86.2597770000557,39.9021000003362,10033,Zionsville Rd & 82nd St,52773,39.9021,-86.259777
-86.2597540001589,39.904735000241,10034,Zionsville Rd - 8269 N,52774,39.904735,-86.259754
-86.2597550004131,39.9073599996183,10035,Zionsville Rd & 84th St,52775,39.90736,-86.259755
-86.2588529998146,39.9106449999392,10036,86th St & Zionsville Rd,52776,39.910645,-86.258853
-86.2566989998329,39.9092590001921,10037,Moller Rd & 86th St,52777,39.909259,-86.256699
-86.2552440005311,39.9063179998796,10038,Norfolk St & 84th St,52778,39.906318,-86.255244
-86.255250000182,39.9024849997531,10039,Norfolk St - 8177 N,52779,39.902485,-86.25525
-86.2552419998603,39.9002699998137,10040,Norfok St & 81st St,52780,39.90027,-86.255242
-86.2501749995009,39.8970370000883,10041,Allison Ave & 79th St,52781,39.897037,-86.250175
-86.2464749999885,39.8965589999167,10042,79th St - 5045 W,52782,39.896559,-86.246475
-86.2417139998471,39.8966920003178,10043,79th St & Georgetown Rd,52783,39.896692,-86.241714
-86.2411729998697,39.8945560002421,10044,Georgetown Rd & 79th St,52784,39.894556,-86.241173
-86.241764000042,39.8928650000946,10045,Georgetown Rd & 78th St,52785,39.892865,-86.241764
-86.2429240004152,39.888293999867,10046,Georgetown Rd - 7520 N,52786,39.888294,-86.242924
-86.2436810000399,39.8851390003774,10047,Georgetown Rd - 7270 N,52787,39.885139,-86.243681
-86.2443240002106,39.8814520000138,10048,Georgetown Rd & 71st St,52788,39.881452,-86.244324
-86.2444330003078,39.8791560004083,10049,Georgetown Rd & Oakwood Trail,52789,39.879156,-86.244433
-86.2445599998677,39.8768770001753,10050,Georgetown Rd - 6702 N,52790,39.876877,-86.24456
-86.2445840000744,39.8746910002034,10051,Georgetown Rd & Potmac Square Dr,52791,39.874691,-86.244584
-86.2444389996488,39.8701870000171,10052,Georgetown Rd & Robinsrock Dr,52792,39.870187,-86.244439
-86.2444140004638,39.8680099996801,10053,Georgetown Rd & 62nd St,52793,39.86801,-86.244414
-86.2434510002232,39.8640020003666,10054,Georgetown Rd & Oakbrook Rd,52794,39.864002,-86.243451
-86.2413970000517,39.8608300000227,10055,Georgetown Rd & 59th St,52795,39.86083,-86.241397
-86.2405920005411,39.8578670000774,10056,Georgetown Rd & Sebring Dr,52796,39.857867,-86.240592
-86.2403759994512,39.8562369999535,10057,Georgetown Rd & 57th St,52797,39.856237,-86.240376
-86.2402620000952,39.8523699999388,10058,Georgetown Rd & 56th St,52798,39.85237,-86.240262
-86.241390000553,39.850154000126,10059,Georgetown Rd & Kelvington Dr,52799,39.850154,-86.24139
-86.2419140005612,39.8481229999577,10060,Georgetown Rd & Pinecroft Dr,52800,39.848123,-86.241914
-86.2418509998335,39.8456330004448,10061,Georgetown Rd & 52nd St,52801,39.845633,-86.241851
-86.2417990005493,39.8440660002765,10062,Georgetown Rd & Brock St,52802,39.844066,-86.241799
-86.241919000182,39.8414460000271,10063,Georgetown Rd & 47th St,52803,39.841446,-86.241919
-86.2437510004546,39.8356010000297,10064,Georgetown Rd & Century Plaza Rd,52804,39.835601,-86.243751
-86.2446749999034,39.8337600002968,10065,Lafayette Rd & Pike Plaza Rd,52805,39.83376,-86.244675
-86.2425920005702,39.8315849996022,10066,Lafayette Rd & Office Plaza Blvd,52806,39.831585,-86.242592
-86.2396430005667,39.8285220004326,10067,Lafayette Rd & Georgetown Rd,52807,39.828522,-86.239643
-86.2384329996232,39.8273310000304,10068,3950 Lafayette Rd - Lafayette Sq,52808,39.827331,-86.238433
-86.2371909999239,39.8261100004375,10069,Lafayette Rd - 3900 N,52809,39.82611,-86.237191
-86.2223819995185,39.8113410000162,10070,Lafayette Rd - 3094 N,52810,39.811341,-86.222382
-86.2201790003437,39.8091279996402,10071,Lafayette Rd & 30th St,52811,39.809128,-86.220179
-86.2185669994852,39.8074800001192,10072,Lafayette Rd - 2850 N,52812,39.80748,-86.218567
-86.217462000295,39.8064260002238,10073,Lafayette Rd - 2800 N,52813,39.806426,-86.217462
-86.2154859998665,39.804527000298,10074,Lafayette Rd & Tibbs Ave,52814,39.804527,-86.215486
-86.2139939998576,39.8030979997362,10075,Lafayette Rd & Roberta Dr,52815,39.803098,-86.213994
-86.2120039999655,39.8012330000824,10076,Lafayette Rd & Groff Ave,52816,39.801233,-86.212004
-86.210242999825,39.7995530001399,10077,Lafayette Rd & Kessler Blvd N Dr,52817,39.799553,-86.210243
-86.2080170003669,39.7974690001776,10078,Lafayette Rd - 2220 N,52818,39.797469,-86.208017
-86.2058330004699,39.7954030000174,10079,Lafayette Rd & 21st St,52819,39.795403,-86.205833
-86.2023839996936,39.7920870002678,10080,Lafayette Rd & 19th St,52820,39.792087,-86.202384
-86.2013469996344,39.7905049999209,10081,Lafayette Rd - 1740 N,52821,39.790505,-86.201347
-86.2002319999599,39.7886040003015,10082,Lafayette Rd & 16th St,52822,39.788604,-86.200232
-86.1964340002279,39.7860410001887,10083,White River Pkwy W Dr & Belmont Ave,52823,39.786041,-86.196434
-86.1889919999043,39.7836099996939,10084,White River Pkwy W Dr - 1150 N,52824,39.78361,-86.188992
-86.2507220000837,39.900246000145,10085,81st St & Allison Ave,52829,39.900246,-86.250722
-86.2037679995293,39.793442000376,10086,Lafayette Rd & 20th St,52830,39.793442,-86.203768
-86.1989879997414,39.7869029997314,10087,White River Pkwy W Dr & Pershing Ave,52831,39.786903,-86.198988
-86.2741539994878,39.8804950001078,10088,Intech Blvd & Intech Commons Dr,52833,39.880495,-86.274154
-86.2747930003037,39.8765739997656,10089,Intech Blvd & Network Way,52834,39.876574,-86.274793
-86.2717160004953,39.8739219999697,10090,Intech Blvd & Intech Way,52836,39.873922,-86.271716
-86.273927999671,39.8794860001304,10091,Intech Blvd & Intech Commons Dr,52839,39.879486,-86.273928
-86.2655819999537,39.8827140003468,10092,Woodland Dr & 71st St,52841,39.882714,-86.265582
-86.2439699994585,39.883020999651,10093,Georgetown Rd & 71st St,52842,39.883021,-86.24397
-86.1688129996225,39.8426479995588,10094,49th St & Sunset Ave,52844,39.842648,-86.168813
-86.1689210000846,39.8419550000037,10095,Sunset Ave & 49th St,52845,39.841955,-86.168921
-86.1649369997503,39.8395459999253,10096,46th St & Cornelius Ave,52846,39.839546,-86.164937
-86.1649139997149,39.8394059996572,10097,46th St & Cornelius Ave,52847,39.839406,-86.164914
-86.1639680004541,39.8425090003179,10098,49th St & Boulevard Pl,52848,39.842509,-86.163968
-86.1639159997794,39.8426470002748,10099,49th St & Boulevard Pl,52849,39.842647,-86.163916
-86.1503660003153,39.8671559995886,10100,Westfield Blvd & Central Ave,52850,39.867156,-86.150366
-86.1502819994524,39.867364999701,10101,Westfield Blvd & Central Ave,52851,39.867365,-86.150282
-86.1542710002124,39.8626539998222,10102,Westfield Blvd & Kessler Blvd,52852,39.862654,-86.154271
-86.1542529994429,39.8629050000194,10103,Westfield Blvd & Kessler Blvd,52853,39.862905,-86.154253
-86.1575330000332,39.857967999563,10104,Westfield Blvd & Meridian St,52854,39.857968,-86.157533
-86.1569490002095,39.8589860002131,10105,Westfield Blvd & Meridian St,52855,39.858986,-86.156949
-86.1604000003795,39.8394999999746,10106,46th St & Illinois St,52856,39.8395,-86.1604
-86.1594549994905,39.8393880000471,10107,46th St & Illinois St,52857,39.839388,-86.159455
-86.1658610000487,39.7743550003836,10108,Michigan St & Indiana Ave,52858,39.774355,-86.165861
-86.2748150005289,39.875925000146,10109,Intech Blvd & Network Way,52859,39.875925,-86.274815
-86.2719419998649,39.8702240002521,10110,Intech Way & Private Drive,52860,39.870224,-86.271942
-86.1594909994458,39.8425520002783,10111,49th St & Illinois Ave,52861,39.842552,-86.159491
-86.1566359996483,39.7608500000017,10112,Pennsylvania St & South St,52900,39.76085,-86.156636
-86.1566910003631,39.7585489995576,10113,Pennsylvania St & Merrill St,52901,39.758549,-86.156691
-86.1564979997842,39.7569600001106,10114,Madison Ave & McCarty St,52902,39.75696,-86.156498
-86.1541759997659,39.7317219996468,10115,Madison Ave & Hoefgen St,52908,39.731722,-86.154176
-86.153941999768,39.7293810002481,10116,Madison Ave & Brill Rd,52909,39.729381,-86.153942
-86.1513369997848,39.7244390002398,10117,Madison Ave & Berwyn St,52910,39.724439,-86.151337
-86.1505980001677,39.7229110003785,10118,Madison Ave & Troy Ave,52911,39.722911,-86.150598
-86.1481119995254,39.7182839996185,10119,Madison Ave & Murry St,52912,39.718284,-86.148112
-86.1466569994997,39.7155369999791,10120,Madison Ave & Sumner Ave,52913,39.715537,-86.146657
-86.1448370005419,39.7118979999355,10121,Madison Ave & National Ave,52915,39.711898,-86.144837
-86.1437970000636,39.7100140004038,10122,Madison Ave & Atlantic St,52916,39.710014,-86.143797
-86.139409999545,39.7005580004454,10123,Madison Ave & Moffitt St,52922,39.700558,-86.13941
-86.1377689996874,39.6960070003008,10124,Madison Ave & Morgan Dr,52923,39.696007,-86.137769
-86.1370369995136,39.6938879997346,10125,Madison Ave & Thompson Rd,52924,39.693888,-86.137037
-86.1357110001883,39.690104999763,10126,Madison Ave & Powell St,52925,39.690105,-86.135711
-86.1346809998664,39.687036999926,10127,Madison Ave & Epler Ave,52926,39.687037,-86.134681
-86.1340130001525,39.6850250003407,10128,Madison Ave & Dudley Ave,52927,39.685025,-86.134013
-86.1333419999881,39.6829850002276,10129,Madison Ave & Gilbert Ave,52928,39.682985,-86.133342
-86.1320700001359,39.679283999664,10130,Madison Ave & Edgewood Ave,52930,39.679284,-86.13207
-86.130786999597,39.6755330001251,10131,Madison Ave & Jacks Ln,52932,39.675533,-86.130787
-86.1297359999277,39.6724319997649,10132,Madison Ave & Banta Rd,52933,39.672432,-86.129736
-86.1288989999356,39.6698550000541,10133,Madison Ave & Maynard Dr,52934,39.669855,-86.128899
-86.1281590004607,39.6676289999456,10134,Madison Ave & Tulip Dr,52936,39.667629,-86.128159
-86.1273049994922,39.6652820000472,10135,Madison Ave & Southport Rd,52937,39.665282,-86.127305
-86.126096999489,39.6619320000898,10136,Madison Ave & Madison Village Dr,52938,39.661932,-86.126097
-86.1254520003904,39.6600320001713,10137,Madison Ave & Windsor Pkwy,52939,39.660032,-86.125452
-86.1246660000438,39.6577870002141,10138,Madison Ave & Stop 10 Rd,52940,39.657787,-86.124666
-86.1235500002911,39.6544750002506,10139,Madison Ave & Brewer Dr,52941,39.654475,-86.12355
-86.1228879994685,39.652509000238,10140,Madison Ave & Greentree St,52942,39.652509,-86.122888
-86.1219349999858,39.6496440003871,10141,Madison Ave & Stop 11 Rd,52943,39.649644,-86.121935
-86.1216560002136,39.6487999998146,10142,Madison Ave & Winchester Dr,52944,39.6488,-86.121656
-86.1210909996398,39.6471189995648,10143,Madison Ave - 8200 S,52945,39.647119,-86.121091
-86.1200190003526,39.6439629997911,10144,Madison Ave & Stop 12 Rd,52947,39.643963,-86.120019
-86.1192439999566,39.6416569998908,10145,Madison Ave & Lilac Dr,52948,39.641657,-86.119244
-86.1188240001715,39.6404129997857,10146,Madison Ave - 8686 S,52949,39.640413,-86.118824
-86.1185199997145,39.6395049999472,10147,Madison Ave - 8778 S,52950,39.639505,-86.11852
-86.1179729997404,39.6378740004497,10148,Madison Ave & Preddy Dr,52951,39.637874,-86.117973
-86.1174979998893,39.6363679997304,10149,Madison Ave & County Line Rd,52952,39.636368,-86.117498
-86.12289800039,39.634998999848,10150,Greenwood Mall Park & Ride,52953,39.634999,-86.122898
-86.117311999962,39.6366739997928,10151,Madison Ave & County Line Rd,52985,39.636674,-86.117312
-86.1177959995068,39.6379650003977,10152,Madison Ave & Preddy Dr,52986,39.637965,-86.117796
-86.1184869997947,39.6399989997309,10153,Madison Ave - 8801 S,52987,39.639999,-86.118487
-86.1188999996314,39.6412360002435,10154,Madison Ave & Lilac Dr,52988,39.641236,-86.1189
-86.1201240003447,39.6448470000254,10155,Madison Ave & Stop 12 Rd,52990,39.644847,-86.120124
-86.120798000411,39.6468399999363,10156,Madison Ave - 8213 S,52991,39.64684,-86.120798
-86.1215909995317,39.649289000028,10157,Madison Ave & Stop 11 Rd,52992,39.649289,-86.121591
-86.1225439999631,39.6521889995624,10158,Madison Ave & Greentree St,52994,39.652189,-86.122544
-86.1234570002001,39.6547909996118,10159,Madison Ave & Brewer Dr,52995,39.654791,-86.123457
-86.124362000504,39.6574720004309,10160,Madison Ave & Stop 10 Rd,52996,39.657472,-86.124362
-86.1253729997104,39.6604610001195,10161,Madison Ave & Windsor Pkwy,52997,39.660461,-86.125373
-86.1259229999601,39.6620099996042,10162,Madison Ave & South St,52998,39.66201,-86.125923
-86.1268399998089,39.6647049997836,10163,Madison Ave & Southport Rd,52999,39.664705,-86.12684
-86.1278910001269,39.6673719997358,10164,Madison Ave & Tulip Dr,53000,39.667372,-86.127891
-86.1286200000569,39.6696260003271,10165,Madison Ave & Maynard Ave,53001,39.669626,-86.12862
-86.1294289998761,39.6720989996372,10166,Madison Ave & Banta Rd,53003,39.672099,-86.129429
-86.130552000184,39.6754299997355,10167,Madison Ave & Jack Ln,53004,39.67543,-86.130552
-86.1313060000307,39.6776449998811,10168,Madison Ave & Stevens St,53005,39.677645,-86.131306
-86.1319540005591,39.6794430002218,10169,Madison Ave & Edgewood Ave,53006,39.679443,-86.131954
-86.132563000474,39.6812909999196,10170,Madison Ave & Brunswick Ave,53007,39.681291,-86.132563
-86.1334729996069,39.6839940001411,10171,Madison Ave & Whalen Ave,53008,39.683994,-86.133473
-86.1343110003846,39.6865059997761,10172,Madison Ave & Epler Ave,53010,39.686506,-86.134311
-86.1351849996113,39.689143000011,10173,Madison Ave & Blazek Dr,53011,39.689143,-86.135185
-86.1365800000084,39.6931539998321,10174,Madison Ave & Thompson Rd,53012,39.693154,-86.13658
-86.1377340001493,39.6966190001853,10175,Madison Ave & Morgan Ave,53013,39.696619,-86.137734
-86.138997999799,39.7001200002682,10176,Madison Ave & Moffitt St,53014,39.70012,-86.138998
-86.142839000224,39.7088180003831,10177,Madison Ave & Hanna Ave,53019,39.708818,-86.142839
-86.1436440000131,39.7101100003426,10178,Madison Ave & Atlantic St,53020,39.71011,-86.143644
-86.1444929994646,39.7115479996705,10179,Madison Ave & National Ave,53021,39.711548,-86.144493
-86.1454430002194,39.7137350004152,10180,Madison Ave & Norton Ave,53022,39.713735,-86.145443
-86.1462390001254,39.7151790004007,10181,Madison Ave & Sumner Ave,53023,39.715179,-86.146239
-86.1477759995237,39.7180299996375,10182,Madison Ave & Murry St,53024,39.71803,-86.147776
-86.1486739995349,39.7197609999701,10183,Madison Ave & Perry Ave,53025,39.719761,-86.148674
-86.150349000386,39.7229829995682,10184,Madison Ave & Troy Ave,53026,39.722983,-86.150349
-86.15112699982,39.7243630003987,10185,Madison Ave & Berwyn St,53027,39.724363,-86.151127
-86.15223300035,39.7264530001484,10186,Madison Ave & Yoke St,53028,39.726453,-86.152233
-86.1528529995976,39.7277330001652,10187,Madison Ave & Nelson Ave,53029,39.727733,-86.152853
-86.1537690001576,39.7295440001783,10188,Madison Ave & Southern Ave,53030,39.729544,-86.153769
-86.1538699997264,39.7312340001539,10189,Madison Ave & Hoefgen St,53031,39.731234,-86.15387
-86.1539469996321,39.7325079997052,10190,Madison Ave & Mason St,53032,39.732508,-86.153947
-86.1548249997129,39.7567610000839,10191,Delaware St & McCarty St,53038,39.756761,-86.154825
-86.15470600019,39.7590899997608,10192,Delaware St & Merrill St,53039,39.75909,-86.154706
-86.154683000143,39.7602899996771,10193,Delaware St & Henry St,53040,39.76029,-86.154683
-86.1545410004002,39.7633239998742,10194,Delaware St & Louisiana St,53041,39.763324,-86.154541
-86.1532570000918,39.7280549998637,10195,Madison Ave & Nelson Ave,53042,39.728055,-86.153257
-86.1487320001822,39.7194810001093,10196,Madison Ave & Perry St,53044,39.719481,-86.148732
-86.1227440002054,39.6354889998413,10197,County Line Rd at Greenwood Park Mall,53045,39.635489,-86.122744
-86.1521870005087,39.7260530003049,10198,Madison Ave & Yoke St,53048,39.726053,-86.152187
-86.1386329998455,39.7523340002069,10199,Prospect St & Olive St,53100,39.752334,-86.138633
-86.1354889997666,39.7523640000424,10200,Prospect St & Laurel St,53101,39.752364,-86.135489
-86.1339269997261,39.75235100029,10201,Prospect St & Spruce St,53102,39.752351,-86.133927
-86.1323769997395,39.7523620003276,10202,Prospect St & Evison St,53103,39.752362,-86.132377
-86.130886999815,39.7523849998259,10203,Prospect St & State Ave,53104,39.752385,-86.130887
-86.1296279995047,39.7523869999872,10204,Prospect St & Reid Pl,53105,39.752387,-86.129628
-86.126685999499,39.752396000008,10205,Prospect St & Villa Ave,53106,39.752396,-86.126686
-86.123407000168,39.7524389999312,10206,Prospect St & Saint Paul St,53107,39.752439,-86.123407
-86.1214369995259,39.7524309998949,10207,Prospect St & Keystone Ave,53109,39.752431,-86.121437
-86.1189830005522,39.752462000324,10208,Prospect St & Pleasant Run Pkwy N Dr,53110,39.752462,-86.118983
-86.1093600000751,39.752583999788,10209,Prospect St & Vandeman St,53111,39.752584,-86.10936
-86.1073570002062,39.7525560004363,10210,Prospect St & Earhart St,53112,39.752556,-86.107357
-86.1044620005688,39.7525670004014,10211,Prospect St & Ewing St,53113,39.752567,-86.104462
-86.1015179995806,39.7526330003176,10212,Prospect St & Sherman Dr,53114,39.752633,-86.101518
-86.0986799997554,39.7527290003391,10213,Prospect St & Chester Ave,53115,39.752729,-86.09868
-86.096758000051,39.7519619998529,10214,Southeastern Ave & Grant Ave,53116,39.751962,-86.096758
-86.0944029996077,39.7507270001227,10215,Southeastern Ave - 4013 S,53117,39.750727,-86.094403
-86.092679999759,39.7498439997684,10216,Southeastern Ave & Temperance Ave,53118,39.749844,-86.09268
-86.0892010002573,39.7480249996063,10217,Southeastern Ave & Worcester Ave,53119,39.748025,-86.089201
-86.0826840005557,39.7406890004344,10218,Emerson Ave & Calhoun St,53132,39.740689,-86.082684
-86.0826980002492,39.7429949998209,10219,Emerson Ave & Shopping - 1920 S,53133,39.742995,-86.082698
-86.0887739996776,39.7479139999375,10220,Southeastern Ave & Worcester Ave,53142,39.747914,-86.088774
